"name","slug","governance_state","issue_type","sources","n_sources","source_adds","in_db","equivalent_to","doctrine_status","publication_status","parse_confidence","add_confidence","family","primary_operator","add_formula","parser_notes","unresolved_questions","provenance_notes"
"Rail Warrior","rail-warrior","3 Observationally represented","accidental omission / awaiting curator review","footbagmoves","1","7","False","","","","high","","toe-duck-clip","","","","",""
"Raildown","raildown","3 Observationally represented","accidental omission / awaiting curator review","footbagmoves","1","6","False","","","","high","","toe-multi-dex-clip","","","","",""
"Railplant","railplant","3 Observationally represented","accidental omission / awaiting curator review","footbagmoves","1","5","False","","","","high","","toe-multi-dex-toe","","","","",""
"Railwalk","railwalk","3 Observationally represented","accidental omission / awaiting curator review","footbagmoves","1","6","False","","","","high","","toe-walk-?","","","","",""
"Rasmus","rasmus","3 Observationally represented","accidental omission / awaiting curator review","footbagmoves","1","5","False","","","","high","","toe-duck-toe","","","","",""
"Reactor","reactor","3 Observationally represented","accidental omission / awaiting curator review","footbagmoves","1","5","False","","","","high","","toe-front-whirl-clip","","","","",""
"Red Ribbon","red-ribbon","3 Observationally represented","accidental omission / awaiting curator review","footbagmoves","1","3","False","","","","high","","clip-dive-clip","","","","",""
"Redwetter","redwetter","3 Observationally represented","accidental omission / awaiting curator review","footbagmoves","1","7","False","","","","high","","clip-multi-dex-toe","","","","",""
"Reverse Swirling Osis","reverse-swirling-osis","3 Observationally represented","accidental omission / awaiting curator review","footbagmoves","1","4","False","","","","none","","no-notation","","","","",""
"Reverse Whirling Rake","reverse-whirling-rake","3 Observationally represented","accidental omission / awaiting curator review","footbagmoves","1","4","False","","","","none","","no-notation","","","","",""
"Revstein","revstein","3 Observationally represented","accidental omission / awaiting curator review","footbagmoves","1","4","False","","","","medium","","clip-front-swirl-clip","","","","",""
"Ricochet","ricochet","3 Observationally represented","accidental omission (publication-ready, not yet promoted)","footbagmoves","1","5","False","","settled","first_class_ready","high","high","unusual-surface-toe-to-flapper","dex","dex(1) + dex(1) + flapper-stall(3) --> 5 ADDs","","","FB.org 5-ADD confirms 'Ricochet' (source_adds=5; jobs='TOE > OP OUT [DEX] > SAME OUT [DEX] > OP SOLE [XBD] [UNS] [DEL]'); ingested 2026-05-21."
"Ripcurl","ripcurl","3 Observationally represented","accidental omission / awaiting curator review","footbagmoves","1","5","False","","","","high","","clip-back-swirl-clip","","","","",""
"Ripped Warrior","ripped-warrior","3 Observationally represented","accidental omission / awaiting curator review","footbagmoves,passback","2","5","False","","","","high","","clip-duck-clip","","","","",""
"Riptide","riptide","3 Observationally represented","accidental omission / awaiting curator review","footbagmoves","1","5","False","","","","high","","clip-back-swirl-clip","","","","",""
"Ropaduleo","ropaduleo","3 Observationally represented","accidental omission / awaiting curator review","footbagmoves","1","6","False","","","","high","","toe-duck-toe","","","","",""
"Royall Assassin","royall-assassin","3 Observationally represented","accidental omission / awaiting curator review","footbagmoves","1","5","False","","","","high","","toe-duck-toe","","","","",""
"Sabotage","sabotage","3 Observationally represented","accidental omission / awaiting curator review","footbagmoves","1","5","False","","","","high","","toe-multi-dex-toe","","","","",""
"Saildown","saildown","3 Observationally represented","accidental omission / awaiting curator review","footbagmoves","1","5","False","","","","high","","toe-multi-dex-clip","","","","",""
"Sasquatch","sasquatch","3 Observationally represented","accidental omission / awaiting curator review","footbagmoves","1","7","False","","","","medium","","clip-front-whirl-?","","","","",""
"Scorpion's Tail","scorpions-tail","3 Observationally represented","accidental omission (publication-ready, not yet promoted)","footbagmoves,passback","2","5","False","","settled","first_class_ready","high","high","clip-spin-clip","spinning","spinning(+1) + down-double-down(4) --> 5 ADDs","","","FB.org 5-ADD confirms ""Scorpion's Tail"" (source_adds=5; jobs='CLIP > (back) SPIN [bod] > OP OUT [DEX] > SAME OUT [DEX] > OP CLIP [XBD] [DEL]'); ingested 2026-05-21."
"Scorpions Toe Nail","scorpions-toe-nail","3 Observationally represented","accidental omission / awaiting curator review","footbagmoves","1","5","False","","","","none","","no-notation","","","","",""
"Shaft","shaft","3 Observationally represented","accidental omission / awaiting curator review","footbagmoves","1","5","False","","","","high","","clip-to-clip","","","","",""
"Shmoe","shmoe","3 Observationally represented","accidental omission / awaiting curator review","footbagmoves","1","3","False","","","","high","","clip-double-dex-toe","","","","",""
"Singularity","singularity","3 Observationally represented","accidental omission / awaiting curator review","footbagmoves","1","5","False","","","","high","","unusual-surface-clip-to-flapper","","","","",""
"Slap","slap","3 Observationally represented","accidental omission / awaiting curator review","footbagmoves","1","4","False","","","","high","","toe-xdex-toe","","","","",""
"Slapdown","slapdown","3 Observationally represented","accidental omission / awaiting curator review","footbagmoves","1","4","False","","","","high","","toe-double-dex-clip","","","","",""
"Slapstick","slapstick","3 Observationally represented","accidental omission / awaiting curator review","footbagmoves","1","6","False","","","","high","","toe-spin-whirl","","","","",""
"Smashwalk","smashwalk","3 Observationally represented","accidental omission / awaiting curator review","footbagmoves","1","6","False","","","","high","","toe-walk-clip","","","","",""
"Smile","smile","3 Observationally represented","accidental omission / awaiting curator review","footbagmoves","1","5","False","","","","high","","clip-back-swirl-clip","","","","",""
"Snapdragon","snapdragon","3 Observationally represented","accidental omission / awaiting curator review","footbagmoves","1","3","False","","","","medium","","clip-front-swirl-?","","","","",""
"Snowflake","snowflake","3 Observationally represented","accidental omission / awaiting curator review","footbagmoves","1","5","False","","","","medium","","clip-paradox-?","","","","",""
"Solestice","solestice","3 Observationally represented","accidental omission / awaiting curator review","passback","1","4","False","","","","none","","no-notation","","","","",""
"Spanish Fly","spanish-fly","3 Observationally represented","accidental omission / awaiting curator review","footbagmoves","1","5","False","","","","high","","clip-duck-clip","","","","",""
"Spanishfly","spanishfly","3 Observationally represented","accidental omission / awaiting curator review","passback","1","5","False","","","","none","","no-notation","","","","",""
"Spike Hammer","spike-hammer","3 Observationally represented","accidental omission (publication-ready, not yet promoted)","fborg","1","5","False","","settled","first_class_ready","","high","","stepping","stepping(+1) + ducking(+1) + paradox-mirage(3) --> 5 ADDs","","",""
"Spikehammer","spikehammer","3 Observationally represented","accidental omission / awaiting curator review","footbagmoves","1","5","False","","","","high","","clip-duck-toe","","","","",""
"Spinning Butterfly Swirl","spinning-butterfly-swirl","3 Observationally represented","accidental omission / awaiting curator review","footbagmoves","1","5","False","","","","none","","no-notation","","","","",""
"Spinning Ducking Butterfly","spinning-ducking-butterfly","3 Observationally represented","accidental omission / awaiting curator review","footbagmoves,passback","2","5","False","","","","none","","no-notation","","","","",""
"Spinning Ducking Clipper","spinning-ducking-clipper","3 Observationally represented","accidental omission / awaiting curator review","footbagmoves","1","4","False","","","","none","","no-notation","","","","",""
"Spinning Ducking Osis","spinning-ducking-osis","3 Observationally represented","accidental omission / awaiting curator review","footbagmoves,passback","2","5","False","","","","none","","no-notation","","","","",""
"Spinning Ducking Pdx Mirage","spinning-ducking-pdx-mirage","3 Observationally represented","accidental omission / awaiting curator review","footbagmoves","1","5","False","","","","none","","no-notation","","","","",""
"Spinning Paradox Blender","spinning-paradox-blender","3 Observationally represented","accidental omission (publication-ready, not yet promoted)","fborg","1","6","False","","settled","first_class_ready","","high","","spinning","spinning(+1) + paradox-blender(5) --> 6 ADDs","Alt notation: TOE > (back) SPIN [BOD] > SAME IN [DEX] > (back) SPIN [BOD] > SAME CLIP [XBD] [DEL].","",""
"Spinning Paradox Illusion","spinning-paradox-illusion","3 Observationally represented","accidental omission (publication-ready, not yet promoted)","fborg","1","4","False","","settled","first_class_ready","","high","","spinning","spinning(+1) + paradox-illusion(3) --> 4 ADDs","","",""
"Spinning Paradox Mirage","spinning-paradox-mirage","3 Observationally represented","accidental omission (publication-ready, not yet promoted)","fborg","1","4","False","","settled","first_class_ready","","high","","spinning","spinning(+1) + paradox-mirage(3) --> 4 ADDs","","",""
"Spinning Paradox Whirl","spinning-paradox-whirl","3 Observationally represented","accidental omission (publication-ready, not yet promoted)","fborg","1","5","False","","settled","first_class_ready","","high","","spinning","spinning(+1) + paradox-whirl(4) --> 5 ADDs","","",""
