canonical_name,adds,base_trick,category,aliases,modifier_links,description,review_status,is_active,review_note
oh wheely,6,nova,compound,nuclear nova,,"A nuclear nova.",expert_reviewed,1,"FM single-source promotion at structural ADD 6. nuclear on the nova (legover) base: the nuclear X-Dex does not fire (it triggers only on far miraging or illusioning moves), so nuclear contributes its paradox-illusion base weight (+2). nuclear(2)+nova(4)=6. FM lists 7; +1 single-source divergence, published at 6. base_trick=nova; family corrected to legover. Nuclear set-prefix JOB pending; not curator-confirmed."
stepping mirage,3,mirage,compound,,stepping,"Stepping-modified mirage.",expert_reviewed,1,"Stepping-chassis promotion; stepping+mirage(0)=3 ADD; notation derives from the standard leading-[DEX] stepping chassis (bracket count matches ADD); observational (FM/PB)."
stepping illusion,3,illusion,compound,,stepping,"Stepping-modified illusion.",expert_reviewed,1,"Stepping-chassis promotion; stepping+illusion(0)=3 ADD; notation derives from the standard leading-[DEX] stepping chassis (bracket count matches ADD); observational (FM/PB)."
stepping legover,3,legover,compound,,stepping,"Stepping-modified legover.",expert_reviewed,1,"Stepping-chassis promotion; stepping+legover(0)=3 ADD; notation derives from the standard leading-[DEX] stepping chassis (bracket count matches ADD); observational (FM/PB)."
stepping butterfly,4,butterfly,compound,sidwalk,stepping,"Stepping-modified butterfly.",expert_reviewed,1,"Stepping-chassis promotion; stepping+butterfly(0)=4 ADD; notation derives from the standard leading-[DEX] stepping chassis (bracket count matches ADD); observational (FM/PB)."
stepping blender,5,blender,compound,,stepping,"Stepping-modified blender.",expert_reviewed,1,"Stepping-chassis promotion; stepping+blender(0)=5 ADD; notation derives from the standard leading-[DEX] stepping chassis (bracket count matches ADD); observational (FM/PB)."
stepping reaper,4,reaper,compound,,stepping,"Stepping-modified reaper.",expert_reviewed,1,"Stepping-chassis promotion; stepping+reaper(0)=4 ADD; notation derives from the standard leading-[DEX] stepping chassis (bracket count matches ADD); observational (FB)."
stepping rev whirl,4,rev-whirl,compound,stepping opposite side reverse whirl,stepping,"Stepping-modified reverse whirl.",expert_reviewed,1,"Stepping-chassis promotion; stepping+rev-whirl(0)=4 ADD; notation derives from the standard leading-[DEX] stepping chassis (bracket count matches ADD); observational (FB)."
stepping paradox torque,6,torque,compound,,stepping|paradox,"Stepping-modified paradox torque.",expert_reviewed,1,"Stepping-chassis promotion; stepping+paradox+torque(0)=6 ADD; notation derives from the standard leading-[DEX] stepping chassis (bracket count matches ADD); observational (FM)."
stepping diving mirage,4,mirage,compound,,stepping|diving,"Stepping-modified diving mirage.",expert_reviewed,1,"Stepping-chassis promotion; stepping+diving+mirage(0)=4 ADD; notation derives from the standard leading-[DEX] stepping chassis (bracket count matches ADD); observational (SG)."
stepping diving butterfly,5,butterfly,compound,jackknife|alpine sidewalk,stepping|diving,"Stepping-modified diving butterfly.",expert_reviewed,1,"Stepping-chassis promotion; stepping+diving+butterfly(0)=5 ADD; notation derives from the standard leading-[DEX] stepping chassis (bracket count matches ADD); observational (FM/PB)."
stepping ducking drifter,5,drifter,compound,blurtigo,stepping|ducking,"Stepping-modified ducking drifter.",expert_reviewed,1,"Stepping-chassis promotion; stepping+ducking+drifter(0)=5 ADD; notation derives from the standard leading-[DEX] stepping chassis (bracket count matches ADD); observational (PB)."
stepping ducking paradox illusion,5,illusion,compound,,stepping|ducking|paradox,"Stepping-modified ducking paradox illusion.",expert_reviewed,1,"Stepping-chassis promotion; stepping+ducking+paradox+illusion(0)=5 ADD; notation derives from the standard leading-[DEX] stepping chassis (bracket count matches ADD); observational (FM)."
stepping ducking symposium eggbeater,6,eggbeater,compound,golden shower,stepping|ducking|symposium,"Stepping-modified ducking symposium eggbeater.",expert_reviewed,1,"Stepping-chassis promotion; stepping+ducking+symposium+eggbeater(0)=6 ADD; notation derives from the standard leading-[DEX] stepping chassis (bracket count matches ADD); observational (PB)."
spinning eggbeater,4,eggbeater,compound,,spinning,"Spinning-modified eggbeater.",expert_reviewed,1,"Spinning-chassis promotion; spinning(+1) back-spin prefix on the eggbeater body; bracket count 4 matches ADD; observational (PB)."
spinning rev whirl,4,rev-whirl,compound,,spinning,"Spinning-modified rev whirl.",expert_reviewed,1,"Spinning-chassis promotion; spinning(+1) back-spin prefix on the rev-whirl body; bracket count 4 matches ADD; observational (SG)."
spinning tomahawk,6,tomahawk,compound,,spinning,"Spinning-modified tomahawk.",expert_reviewed,1,"Spinning-chassis promotion; spinning(+1) back-spin prefix on the tomahawk body; bracket count 6 matches ADD; observational (PB)."
spinning symposium torque,6,symposium-torque,compound,super mario,spinning,"Spinning-modified symposium torque.",expert_reviewed,1,"Spinning-chassis promotion; spinning(+1) back-spin prefix on the symposium-torque body; bracket count 6 matches ADD; observational (PB). The folk name 'big apple' was retired from this row: it collided with the canonical big-apple (gyro-symposium-torque) and shadowed it at its own slug."
spinning whirling swirl,5,whirling-swirl,compound,,spinning,"Spinning-modified whirling swirl.",expert_reviewed,1,"Spinning-chassis promotion; spinning(+1) back-spin prefix on the whirling-swirl body; bracket count 5 matches ADD; observational (SG)."
spinning ducking drifter,5,ducking-drifter,compound,,spinning,"Spinning-modified ducking drifter.",expert_reviewed,1,"Spinning-chassis promotion; spinning(+1) back-spin prefix on the ducking-drifter body; bracket count 5 matches ADD; observational (PB)."
spinning diving symposium whirl,6,symposium-whirl,compound,,spinning|diving,"Spinning-modified symposium whirl.",expert_reviewed,1,"Spinning-chassis promotion; spinning(+1) back-spin prefix on the symposium-whirl body; bracket count 6 matches ADD; observational (PB)."
spinning ducking symposium whirl,6,symposium-whirl,compound,,spinning|ducking,"Spinning-modified symposium whirl.",expert_reviewed,1,"Spinning-chassis promotion; spinning(+1) back-spin prefix on the symposium-whirl body; bracket count 6 matches ADD; observational (PB)."
spinning ducking superfly,7,superfly,compound,superdeeduperfly|alpine superduperfly,spinning|ducking,"Spinning-modified superfly.",expert_reviewed,1,"Spinning-chassis promotion; spinning(+1) back-spin prefix on the superfly body; bracket count 7 matches ADD; observational (PB)."
spinning symposium flux,6,flux,compound,big orange,spinning|symposium,"Spinning-modified flux.",expert_reviewed,1,"Spinning-chassis promotion; spinning(+1) back-spin prefix on the flux body; bracket count 6 matches ADD; observational (PB)."
spinning symposium whirling swirl,6,whirling-swirl,compound,,spinning|symposium,"Spinning-modified whirling swirl.",expert_reviewed,1,"Spinning-chassis promotion; spinning(+1) back-spin prefix on the whirling-swirl body; bracket count 6 matches ADD; observational (PB)."
spinning miraging symposium torque,7,symposium-torque,compound,big applesauce,spinning,"Spinning-modified symposium torque.",expert_reviewed,1,"Spinning-chassis promotion; spinning(+1) back-spin prefix on the symposium-torque body; bracket count 7 matches ADD; observational (PB)."
diving mirage,3,mirage,compound,,diving,"Diving-modified mirage.",expert_reviewed,1,"Diving-chassis promotion; diving(+1) DIVE [BOD] on the mirage body; bracket count 3 matches ADD; observational (PB)."
diving illusion,3,illusion,compound,,diving,"Diving-modified illusion.",expert_reviewed,1,"Diving-chassis promotion; diving(+1) DIVE [BOD] on the illusion body; bracket count 3 matches ADD; observational (SG)."
diving legover,3,legover,compound,,diving,"Diving-modified legover.",expert_reviewed,1,"Diving-chassis promotion; diving(+1) DIVE [BOD] on the legover body; bracket count 3 matches ADD; observational (SG)."
diving pickup,3,pickup,compound,,diving,"Diving-modified pickup.",expert_reviewed,1,"Diving-chassis promotion; diving(+1) DIVE [BOD] on the pickup body; bracket count 3 matches ADD; observational (SG)."
diving butterfly,4,butterfly,compound,,diving,"Diving-modified butterfly.",expert_reviewed,1,"Diving-chassis promotion; diving(+1) DIVE [BOD] on the butterfly body; bracket count 4 matches ADD; observational (FM)."
diving whirl,4,whirl,compound,,diving,"Diving-modified whirl.",expert_reviewed,1,"Diving-chassis promotion; diving(+1) DIVE [BOD] on the whirl body; bracket count 4 matches ADD; observational (FM)."
diving drifter,4,drifter,compound,,diving,"Diving-modified drifter.",expert_reviewed,1,"Diving-chassis promotion; diving(+1) DIVE [BOD] on the drifter body; bracket count 4 matches ADD; observational (SG)."
diving osis,4,osis,compound,,diving,"Diving-modified osis.",expert_reviewed,1,"Diving-chassis promotion; diving(+1) DIVE [BOD] on the osis body; bracket count 4 matches ADD; observational (MULTI)."
diving swirl,4,swirl,compound,,diving,"Diving-modified swirl.",expert_reviewed,1,"Diving-chassis promotion; diving(+1) DIVE [BOD] on the swirl body; bracket count 4 matches ADD; observational (SG)."
diving eclipse,4,eclipse,compound,,diving,"Diving-modified eclipse.",expert_reviewed,1,"Diving-chassis promotion; diving(+1) DIVE [BOD] on the eclipse body; bracket count 4 matches ADD; observational (SG)."
diving smudge,4,smudge,compound,,diving,"Diving-modified smudge.",expert_reviewed,1,"Diving-chassis promotion; diving(+1) DIVE [BOD] on the smudge body; bracket count 4 matches ADD; observational (PB)."
diving symposium mirage,4,symposium-mirage,compound,,diving,"Diving-modified symposium mirage.",expert_reviewed,1,"Diving-chassis promotion; diving(+1) DIVE [BOD] on the symposium-mirage body; bracket count 4 matches ADD; observational (SG)."
fairy butterfly,4,butterfly,compound,fairy beater,fairy,"Fairy-modified butterfly.",expert_reviewed,1,"Fairy-chassis promotion; fairy(+1) TOE > SAME OUT [DEX] entry on the butterfly body; bracket count 4 matches ADD; observational (FB/FM/PB)."
fairy drifter,4,drifter,compound,,fairy,"Fairy-modified drifter.",expert_reviewed,1,"Fairy-chassis promotion; fairy(+1) TOE > SAME OUT [DEX] entry on the drifter body; bracket count 4 matches ADD; observational (FB/FM)."
fairy gyro drifter,5,gyro-drifter,compound,,fairy,"Fairy-modified gyro drifter.",expert_reviewed,1,"Fairy-chassis promotion; fairy(+1) TOE > SAME OUT [DEX] entry on the gyro-drifter body; bracket count 5 matches ADD; observational (SG)."
fairy gyro torque,6,torque,compound,,fairy|gyro,"Fairy-modified torque.",expert_reviewed,1,"Fairy-chassis promotion; fairy(+1) TOE > SAME OUT [DEX] entry on the torque body; bracket count 6 matches ADD; observational (PB)."
fairy illusion,3,illusion,compound,fudge,fairy,"Fairy-modified illusion.",expert_reviewed,1,"Fairy-chassis promotion; fairy(+1) TOE > SAME OUT [DEX] entry on the illusion body; bracket count 3 matches ADD; observational (FM/PB/SG)."
fairy merkon,4,merkon,compound,,fairy,"Fairy-modified merkon.",expert_reviewed,1,"Fairy-chassis promotion; fairy(+1) TOE > SAME OUT [DEX] entry on the merkon body; bracket count 4 matches ADD; observational (FB)."
fairy rev whirl,4,rev-whirl,compound,,fairy,"Fairy-modified rev whirl.",expert_reviewed,1,"Fairy-chassis promotion; fairy(+1) TOE > SAME OUT [DEX] entry on the rev-whirl body; bracket count 4 matches ADD; observational (SG)."
fairy ripstein,5,ripstein,compound,,fairy,"Fairy-modified ripstein.",expert_reviewed,1,"Fairy-chassis promotion; fairy(+1) TOE > SAME OUT [DEX] entry on the ripstein body; bracket count 5 matches ADD; observational (PB)."
fairy spinning ducking osis,6,spinning-ducking-osis,compound,,fairy,"Fairy-modified spinning ducking osis.",expert_reviewed,1,"Fairy-chassis promotion; fairy(+1) TOE > SAME OUT [DEX] entry on the spinning-ducking-osis body; bracket count 6 matches ADD; observational (SG)."
fairy swirling swirl,5,swirl,compound,frankenstein,fairy|swirling,"Fairy-modified swirl.",expert_reviewed,1,"Fairy-chassis promotion; fairy(+1) TOE > SAME OUT [DEX] entry on the swirl body; bracket count 5 matches ADD; observational (PB)."
fairy whirl,4,whirl,compound,,fairy,"Fairy-modified whirl.",expert_reviewed,1,"Fairy-chassis promotion; fairy(+1) TOE > SAME OUT [DEX] entry on the whirl body; bracket count 4 matches ADD; observational (FB/FM/MULTI/SG)."
barraging barfly,6,barfly,compound,,furious,"Barraging-modified barfly.",expert_reviewed,1,"Barraging-chassis promotion; barraging(+2) two-dex set on the barfly body; bracket count 6 matches ADD; observational (FM)."
barraging butterfly,5,butterfly,compound,janiwalker|sunilwalk,furious,"Barraging-modified butterfly.",expert_reviewed,1,"Barraging-chassis promotion; barraging(+2) two-dex set on the butterfly body; bracket count 5 matches ADD; observational (FM/PB)."
barraging eggbeater,5,eggbeater,compound,clownface,furious,"Barraging-modified eggbeater.",expert_reviewed,1,"Barraging-chassis promotion; barraging(+2) two-dex set on the eggbeater body; bracket count 5 matches ADD; observational (PB)."
barraging illusion,4,illusion,compound,fission|furious illusion,furious,"Barraging-modified illusion.",expert_reviewed,1,"Barraging-chassis promotion; barraging(+2) two-dex set on the illusion body; bracket count 4 matches ADD; observational (PB)."
barraging legover,4,legover,compound,,furious,"Barraging-modified legover.",expert_reviewed,1,"Barraging-chassis promotion; barraging(+2) two-dex set on the legover body; bracket count 4 matches ADD; observational (FM/PB)."
barraging mirage,4,mirage,compound,furious mirage,furious,"Barraging-modified mirage.",expert_reviewed,1,"Barraging-chassis promotion; barraging(+2) two-dex set on the mirage body; bracket count 4 matches ADD; observational (PB). Curator ruling: the furious-mirage spelling aliases here by arithmetic (furious = barraging, so furious mirage = 4); SG's equation binding Furious Mirage to fury is recorded as a source divergence and not promoted into structure, because fury is the expert-ruled Furious Paradox Mirage (5) whose paradox term SG's equation omits."
barraging pickup,4,pickup,compound,,furious,"Barraging-modified pickup.",expert_reviewed,1,"Barraging-chassis promotion; barraging(+2) two-dex set on the pickup body; bracket count 4 matches ADD; observational (SG)."
barraging whirl,5,whirl,compound,,furious,"Barraging-modified whirl.",expert_reviewed,1,"Barraging-chassis promotion; barraging(+2) two-dex set on the whirl body; bracket count 5 matches ADD; observational (PB)."
symposium atomic butterfly,5,atomic-butterfly,compound,,symposium,"Symposium-modified atomic butterfly.",expert_reviewed,1,"Symposium-chassis promotion; symposium(+1) no-plant on the atomic-butterfly first dex; bracket count 5 matches ADD; observational (PB)."
symposium blur,5,blur,compound,,symposium,"Symposium-modified blur.",expert_reviewed,1,"Symposium-chassis promotion; symposium(+1) no-plant on the blur first dex; bracket count 5 matches ADD; observational (FB)."
symposium bubba,3,bubba,compound,,symposium,"Symposium-modified bubba.",expert_reviewed,1,"Symposium-chassis promotion; symposium(+1) no-plant on the bubba first dex; bracket count 3 matches ADD; observational (SG)."
symposium mobius,6,mobius,compound,,symposium,"Symposium-modified mobius.",expert_reviewed,1,"Symposium-chassis promotion; symposium(+1) no-plant on the mobius first dex; bracket count 6 matches ADD; observational (PB)."
symposium swirl,4,swirl,compound,symposium swirl (op),symposium,"Symposium-modified swirl.",expert_reviewed,1,"Symposium-chassis promotion; symposium(+1) no-plant on the swirl first dex; bracket count 4 matches ADD; observational (PB)."
symposium tomahawk,6,tomahawk,compound,,symposium,"Symposium-modified tomahawk.",expert_reviewed,1,"Symposium-chassis promotion; symposium(+1) no-plant on the tomahawk first dex; bracket count 6 matches ADD; observational (FB)."
symposium whirling swirl,5,whirling-swirl,compound,,symposium,"Symposium-modified whirling swirl.",expert_reviewed,1,"Symposium-chassis promotion; symposium(+1) no-plant on the whirling-swirl first dex; bracket count 5 matches ADD; observational (FB/PB)."
symposium miraging mirage,4,mirage,compound,,symposium,"Symposium-modified mirage.",expert_reviewed,1,"Symposium-chassis promotion; symposium(+1) no-plant on the mirage first dex; bracket count 4 matches ADD; observational (PB)."
