name,slug,heading,source,sources,parser,doctrine,ledger,ledger_sub,resolves_to,complete_trick,exec_known,decomp_known,add_derivable,actionable,question,owner,disposition
Diving DDD (Down River),diving-ddd-down-river,Alias / duplicate archive,SG,stanford,ambiguous-terminal-mechanic,stable,,,alias:downriver->down_diver,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
"DLO (""dee-ell-oh""), Double Legover",dlo-dee-ell-oh-double-legover,Alias / duplicate archive,PB,passback,,stable,alias/A,,same-formula-row,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
DOD Osis (Motion),dod-osis-motion,Alias / duplicate archive,SG,stanford,unknown-modifier-token,policy-dependent,alias/A,,canon:motion,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
DOD/Double Over Down,dod-double-over-down,Alias / duplicate archive,PB,passback,folk-name-opacity,policy-dependent,alias/A,,same-formula-row,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Double Butterfly (Paradon),double-butterfly-paradon,Alias / duplicate archive,SG,stanford,unknown-modifier-token,stable,alias/A,,canon:paradon,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Double Butterfly Dragon (Pteradon),double-butterfly-dragon-pteradon,Alias / duplicate archive,SG,stanford,unknown-modifier-token,stable,alias/A,,same-formula-row,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Double Drifter (High Plains Drifter),double-drifter-high-plains-drifter,Alias / duplicate archive,SG,stanford,unknown-modifier-token,stable,alias/A,,canon:high_plains_drifter,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Double Mirage (Barrage),double-mirage-barrage,Alias / duplicate archive,SG,stanford,unknown-modifier-token,stable,alias/A,,canon:barrage,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Double Reverse Swirl (Revstein),double-reverse-swirl-revstein,Alias / duplicate archive,SG,stanford,unknown-modifier-token,stable,alias/A,,same-formula-row,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Double Spinning Double Down (Spinning Scorpion\u2019s Tail),double-spinning-double-down-spinning-scorpion-u2019s-tail,Alias / duplicate archive,SG,stanford,ambiguous-terminal-mechanic,policy-dependent,alias/A,,same-formula-row,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Double Swirl (Ripstein),double-swirl-ripstein,Alias / duplicate archive,SG,stanford,unknown-modifier-token,stable,,,canon:ripstein,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Double Swirling Dragon (Dragon Stein),double-swirling-dragon-dragon-stein,Alias / duplicate archive,SG,stanford,ambiguous-terminal-mechanic,stable,alias/A,,same-formula-row,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Double Twirl (Dwirl),double-twirl-dwirl,Alias / duplicate archive,SG,stanford,unknown-modifier-token,stable,alias/A,,same-formula-row,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Double Wauxpin (Paradauxpin),double-wauxpin-paradauxpin,Alias / duplicate archive,SG,stanford,folk-name-opacity,stable,alias/A,,same-formula-row,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Double Whirling Swirl (Whirring Swirl),double-whirling-swirl-whirring-swirl,Alias / duplicate archive,SG,stanford,unknown-modifier-token,stable,alias/A,,same-formula-row,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
double-dex Drifter/(midtime) Barraging far Clipper,double-dex-drifter-midtime-barraging-far-clipper,Alias / duplicate archive,PB,passback,unknown-modifier-token,stable,alias/A,,same-formula-row,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Ducking Far Legover,ducking-far-legover,Alias / duplicate archive,SG,stanford,,stable,alias/A,,same-formula-row,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Ducking Far Osis,ducking-far-osis,Alias / duplicate archive,SG,stanford,,stable,alias/A,,same-formula-row,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Ducking Far Pickup,ducking-far-pickup,Alias / duplicate archive,SG,stanford,,stable,alias/A,,same-formula-row,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Ducking Pdx Illusion,ducking-pdx-illusion,Alias / duplicate archive,FM,footbagmoves,,stable,alias/A,,same-formula-row,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Ducking Pdx Mirage,ducking-pdx-mirage,Alias / duplicate archive,FM,footbagmoves,,stable,alias/A,,same-formula-row,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Ducking Pdx Torque,ducking-pdx-torque,Alias / duplicate archive,PB,passback,,stable,alias/A,,same-formula-row,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Ducking PS Illusion,ducking-ps-illusion,Alias / duplicate archive,FM,footbagmoves,,stable,alias/A,,same-formula-row,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Ducking PS Mirage,ducking-ps-mirage,Alias / duplicate archive,FM,footbagmoves,,stable,alias/A,,same-formula-row,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Ducking PS Whirl (Mullet),ducking-ps-whirl-mullet,Alias / duplicate archive,SG,stanford,,stable,alias/A,,canon:mullet,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Dwirl,dwirl,Alias / duplicate archive,FM,footbagmoves,folk-name-opacity,stable,alias/A,,same-formula-row,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Ego / Tamboura,ego-tamboura,Alias / duplicate archive,FM,footbagmoves,unknown-modifier-token,stable,alias/A,,same-formula-row,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Fairy DLO (ss),fairy-dlo,Alias / duplicate archive,PB,passback,,stable,,,fairy_double_leg_over_same_side,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Fairy far Mirage,fairy-far-mirage,Alias / duplicate archive,PB,passback,,stable,alias/A,,same-formula-row,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Fairy Gyro Symposium Torque (Genuphobia),fairy-gyro-symposium-torque-genuphobia,Alias / duplicate archive,SG,stanford,,stable,alias/A,,canon:genuphobia,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Fairy Legover / Toe ss Eggbeater,fairy-legover-toe-ss-eggbeater,Alias / duplicate archive,PB,passback,ambiguous-terminal-mechanic,stable,alias/A,,same-formula-row,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Fairy near Pickup,fairy-near-pickup,Alias / duplicate archive,PB,passback,,stable,alias/A,,same-formula-row,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Fairy Spinning Double Down (Fairy Tail),fairy-spinning-double-down-fairy-tail,Alias / duplicate archive,SG,stanford,ambiguous-terminal-mechanic,policy-dependent,alias/A,,same-formula-row,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Fairy Spinning Legover (Fairy Merkon),fairy-spinning-legover-fairy-merkon,Alias / duplicate archive,SG,stanford,,stable,alias/A,,canon:fairy_merkon,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Fairy ss Barrage,fairy-ss-barrage,Alias / duplicate archive,SG,stanford,,stable,alias/A,,same-formula-row,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Fairy ss Blender,fairy-ss-blender,Alias / duplicate archive,SG,stanford,,stable,alias/A,,same-formula-row,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Fairy ss Butterfly (Park Avenue),fairy-ss-butterfly-park-avenue,Alias / duplicate archive,SG,stanford,,stable,alias/A,,same-formula-row,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Fairy ss Clipper,fairy-ss-clipper,Alias / duplicate archive,SG,stanford,,stable,alias/A,,same-formula-row,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Fairy ss DLO (Glaucoma),fairy-ss-dlo-glaucoma,Alias / duplicate archive,SG,stanford,,stable,alias/A,,same-formula-row,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Fairy ss Double Legover,fairy-ss-double-legover,Alias / duplicate archive,FM,footbagmoves,unknown-modifier-token,stable,alias/A,,fairy_double_leg_over_same_side,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Fairy ss Double Pickup,fairy-ss-double-pickup,Alias / duplicate archive,SG,stanford,,stable,alias/A,,same-formula-row,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Fairy ss Drifter (Casket),fairy-ss-drifter-casket,Alias / duplicate archive,SG,stanford,,stable,alias/A,,same-formula-row,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Fairy ss Dyno,fairy-ss-dyno,Alias / duplicate archive,SG,stanford,,stable,alias/A,,same-formula-row,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Fairy ss Eggbeater,fairy-ss-eggbeater,Alias / duplicate archive,FM,footbagmoves,,stable,alias/A,,same-formula-row,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Fairy ss Eggbeater (Flaming Homer),fairy-ss-eggbeater-flaming-homer,Alias / duplicate archive,SG,stanford,,stable,alias/A,,same-formula-row,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Fairy ss Legover,fairy-ss-legover,Alias / duplicate archive,PB,passback,,stable,alias/A,,same-formula-row,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Fairy ss Mirage,fairy-ss-mirage,Alias / duplicate archive,SG,stanford,,stable,alias/A,,same-formula-row,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Fairy ss Osis,fairy-ss-osis,Alias / duplicate archive,FM,footbagmoves,,stable,alias/A,,same-formula-row,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Fairy ss Pickup (Nallegam),fairy-ss-pickup-nallegam,Alias / duplicate archive,SG,stanford,,stable,alias/A,,alias:nallegam->fairy_pickup,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Fairy ss Swirl,fairy-ss-swirl,Alias / duplicate archive,SG,stanford,,stable,alias/A,,same-formula-row,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Fairy ss Symposium Mirage,fairy-ss-symposium-mirage,Alias / duplicate archive,SG,stanford,,stable,alias/A,,same-formula-row,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Fairy ss Symposium Whirl,fairy-ss-symposium-whirl,Alias / duplicate archive,SG,stanford,,stable,alias/A,,same-formula-row,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Fairy ss Torque (Muerto),fairy-ss-torque-muerto,Alias / duplicate archive,SG,stanford,,stable,alias/A,,same-formula-row,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Fairy ss XBD Rake (Swish),fairy-ss-xbd-rake-swish,Alias / duplicate archive,SG,stanford,unknown-modifier-token,stable,alias/A,,same-formula-row,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Fairy XBD Rake (Freak),fairy-xbd-rake-freak,Alias / duplicate archive,SG,stanford,unknown-modifier-token,stable,alias/A,,same-formula-row,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Far Butterfly (Infinity),far-butterfly-infinity,Alias / duplicate archive,SG,stanford,,stable,,,alias:infinity->butterfly,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Far Clipper,far-clipper,Alias / duplicate archive,SG,stanford,,stable,alias/A,,same-formula-row,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Far Double Over Down,far-double-over-down,Alias / duplicate archive,FM,footbagmoves,,stable,alias/A,,same-formula-row,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Far Double Pickup (Reverse Reaper),far-double-pickup-reverse-reaper,Alias / duplicate archive,SG,stanford,,stable,alias/A,,same-formula-row,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Far Double Switchover (Reaper),far-double-switchover-reaper,Alias / duplicate archive,SG,stanford,folk-name-opacity,stable,alias/A,,canon:reaper,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Far Dyno,far-dyno,Alias / duplicate archive,FM,footbagmoves,,stable,alias/A,,same-formula-row,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Far Guay,far-guay,Alias / duplicate archive,SG,stanford,,stable,alias/A,,same-formula-row,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Far Legover,far-legover,Alias / duplicate archive,SG,stanford,,stable,alias/A,,same-formula-row,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Far Osis,far-osis,Alias / duplicate archive,SG,stanford,,stable,alias/A,,same-formula-row,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Far Pickup,far-pickup,Alias / duplicate archive,SG,stanford,,stable,alias/A,,same-formula-row,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Far Swirl,far-swirl,Alias / duplicate archive,SG,stanford,,stable,alias/A,,same-formula-row,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Far Symposium Reverse Whirl,far-symposium-reverse-whirl,Alias / duplicate archive,SG,stanford,,stable,alias/A,,same-formula-row,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Fear (Fairy Mirage),fear-fairy-mirage,Alias / duplicate archive,FB,fborg,folk-name-opacity,stable,,,canon:fairy_mirage,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Ferocious / Flow,ferocious-flow,Alias / duplicate archive,FM,footbagmoves,folk-name-opacity,stable,alias/A,,same-formula-row,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Finchy (Pinching Fairy set),finchy-pinching-fairy-set,Alias / duplicate archive,FB,fborg,folk-name-opacity,stable,alias/A,,same-formula-row,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Flailing (Symposium Reverse Miraging),flailing-symposium-reverse-miraging,Alias / duplicate archive,FB,fborg,folk-name-opacity,stable,alias/A,,same-formula-row,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Flailing Butterfly (Leg Breaker),flailing-butterfly-leg-breaker,Alias / duplicate archive,SG,stanford,unknown-modifier-token,stable,alias/A,,same-formula-row,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Flailing DOD (Frontside Fusion),flailing-dod-frontside-fusion,Alias / duplicate archive,SG,stanford,folk-name-opacity,policy-dependent,alias/A,,same-formula-row,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Flailing Dolomite (Your Sister),flailing-dolomite-your-sister,Alias / duplicate archive,SG,stanford,unknown-modifier-token,stable,alias/A,,same-formula-row,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Flailing Ducking Butterfly (Alpine Legbreaker),flailing-ducking-butterfly-alpine-legbreaker,Alias / duplicate archive,SG,stanford,unknown-modifier-token,stable,alias/A,,same-formula-row,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Flailing Mirage (Frontside Atom Smasher),flailing-mirage-frontside-atom-smasher,Alias / duplicate archive,SG,stanford,unknown-modifier-token,stable,alias/A,,same-formula-row,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Flailing ss Symposium Mirage (Stampede),flailing-ss-symposium-mirage-stampede,Alias / duplicate archive,SG,stanford,unknown-modifier-token,stable,alias/A,,same-formula-row,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Flailing ss Symposium Reverse Whirl (Gromitron),flailing-ss-symposium-reverse-whirl-gromitron,Alias / duplicate archive,SG,stanford,unknown-modifier-token,stable,alias/A,,same-formula-row,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Flailing Symposium Mirage (Atom Bomb),flailing-symposium-mirage-atom-bomb,Alias / duplicate archive,SG,stanford,unknown-modifier-token,stable,alias/A,,canon:atom_bomb,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Flaming Tard / Wet Dream,flaming-tard-wet-dream,Alias / duplicate archive,FM,footbagmoves,folk-name-opacity,stable,alias/A,,same-formula-row,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
